지역,광역시도,제조사,차종,모델명,국비보조금(만원),지방비보조금(만원),총보조금(만원)
김해시,경상남도,현대자동차,경·소형,캐스퍼 일렉트릭 기본형 15인치,500,454,954
김해시,경상남도,현대자동차,경·소형,캐스퍼 일렉트릭 크로스 17인치,500,454,954
김해시,경상남도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치,287,258,545
김해시,경상남도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치,261,234,495
김해시,경상남도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치,251,226,477
김해시,경상남도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치,236,212,448
김해시,경상남도,현대자동차,일반승용,Electrified GV70 AWD 20인치,244,220,464
김해시,경상남도,현대자동차,일반승용,Electrified GV70 AWD 19인치,260,234,494
김해시,경상남도,현대자동차,일반승용,아이오닉6 스탠다드 2WD 18인치,635,472,"1,107"
김해시,경상남도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 18인치,686,516,"1,202"
김해시,경상남도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 20인치,680,512,"1,192"
김해시,경상남도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 18인치,686,516,"1,202"
김해시,경상남도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 20인치,647,482,"1,129"
김해시,경상남도,현대자동차,일반승용,코나 일렉트릭 2WD 스탠다드 17인치,573,402,975
김해시,경상남도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치,623,470,"1,093"
김해시,경상남도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),568,422,990
김해시,경상남도,현대자동차,일반승용,아이오닉5 N,232,208,440
김해시,경상남도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,659,518,"1,177"
김해시,경상남도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치,656,516,"1,172"
김해시,경상남도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 20인치,651,512,"1,163"
김해시,경상남도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 20인치,624,486,"1,110"
김해시,경상남도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 19인치,650,510,"1,160"
김해시,경상남도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,633,494,"1,127"
김해시,경상남도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,602,468,"1,070"
김해시,경상남도,현대자동차,일반승용,Electrified G80 AWD 19인치(2025),275,248,523
김해시,경상남도,현대자동차,일반승용,더뉴아이오닉5 2WD 스탠다드 19인치,561,442,"1,003"
김해시,경상남도,현대자동차,일반승용,Electrified GV70 AWD 20인치(2025),250,226,476
김해시,경상남도,현대자동차,일반승용,Electrified GV70 AWD 19인치(2025),266,240,506
김해시,경상남도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),623,470,"1,093"
김해시,경상남도,현대자동차,일반승용,아이오닉9 성능형 AWD,277,250,527
김해시,경상남도,현대자동차,일반승용,아이오닉9 항속형 AWD,276,248,524
김해시,경상남도,현대자동차,일반승용,아이오닉9 항속형 2WD,279,252,531
김해시,경상남도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치(2025),248,224,472
김해시,경상남도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치(2025),266,240,506
김해시,경상남도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치(2025),277,250,527
김해시,경상남도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치(2025),290,260,550
남해군,경상남도,BMW,일반승용,i4 eDrive40,189,170,359
남해군,경상남도,BMW,일반승용,i4 M50,172,156,328
남해군,경상남도,BMW,일반승용,iX1 xDrive30,154,140,294
남해군,경상남도,BMW,일반승용,i4 eDrive40 LCI,187,168,355
남해군,경상남도,BMW,일반승용,iX2 eDrive20,167,192,359
남해군,경상남도,BMW,일반승용,MINI Countryman SE ALL4,158,178,336
남해군,경상남도,BMW,일반승용,MINI Countryman E,166,192,358
남해군,경상남도,BMW,일반승용,MINI Aceman SE,306,276,582
남해군,경상남도,BMW,일반승용,i4 M50 LCI,177,160,337
남해군,경상남도,기아,경·소형,레이 EV 2WD 14인치 4인승 승용,457,414,871
남해군,경상남도,기아,경·소형,레이 EV 2WD 14인치 2인승 밴,457,414,871
남해군,경상남도,기아,경·소형,레이 EV 2WD 14인치 1인승 밴,457,414,871
남해군,경상남도,기아,일반승용,The all-new Kia Niro EV,590,448,"1,038"
남해군,경상남도,기아,일반승용,EV9 롱레인지 2WD 19인치,275,248,523
남해군,경상남도,기아,일반승용,EV9 롱레인지 2WD 20인치,273,246,519
남해군,경상남도,기아,일반승용,EV9 롱레인지 4WD 19인치,259,234,493
남해군,경상남도,기아,일반승용,EV9 롱레인지 4WD 21인치,265,238,503
남해군,경상남도,기아,일반승용,EV9 롱레인지 GTL 4WD 21인치,257,232,489
남해군,경상남도,기아,일반승용,더뉴EV6 롱레인지 4WD 20인치,617,486,"1,103"
남해군,경상남도,기아,일반승용,더뉴EV6 롱레인지 2WD 20인치,644,512,"1,156"
남해군,경상남도,기아,일반승용,더뉴EV6 롱레인지 4WD 19인치,646,512,"1,158"
남해군,경상남도,기아,일반승용,더뉴EV6 롱레인지 2WD 19인치,655,520,"1,175"
남해군,경상남도,기아,일반승용,EV3 롱레인지 2WD 17인치,565,508,"1,073"
남해군,경상남도,기아,일반승용,EV3 롱레인지 2WD 19인치,565,508,"1,073"
남해군,경상남도,기아,일반승용,EV3 스탠다드 2WD,479,430,909
남해군,경상남도,기아,일반승용,더뉴EV6 GT,232,208,440
남해군,경상남도,기아,일반승용,더뉴EV6 스탠다드,582,460,"1,042"
남해군,경상남도,기아,일반승용,EV9 스탠다드,242,218,460
남해군,경상남도,기아,일반승용,EV4 롱레인지 GTL 2WD 19인치,565,508,"1,073"
남해군,경상남도,기아,일반승용,EV4 스탠다드 2WD 19인치,491,442,933
남해군,경상남도,기아,일반승용,EV4 롱레인지 2WD 17인치,565,508,"1,073"
남해군,경상남도,기아,일반승용,EV4 롱레인지 2WD 19인치,565,508,"1,073"
남해군,경상남도,기아,일반승용,EV4 스탠다드 2WD 17인치,522,468,990
남해군,경상남도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),152,138,290
남해군,경상남도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),152,138,290
남해군,경상남도,메르세데스벤츠코리아,일반승용,EQA250(Facelift),190,172,362
남해군,경상남도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(5인승),154,140,294
남해군,경상남도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(7인승),154,140,294
남해군,경상남도,볼보자동차코리아,일반승용,볼보 EX30 Single Motor ER,247,222,469
남해군,경상남도,비와이디코리아,일반승용,BYD ATTO 3,145,130,275
남해군,경상남도,쎄보모빌리티,초소형,(단종)CEVO-C SE,200,200,400
남해군,경상남도,케이지모빌리티,일반승용,토레스 EVX 2WD 18인치,373,320,693
남해군,경상남도,케이지모빌리티,일반승용,토레스 EVX 2WD 20인치,356,304,660
남해군,경상남도,케이지모빌리티,일반승용,코란도 EV 2WD,340,306,646
남해군,경상남도,케이지모빌리티,일반승용,토레스 EVX 18인치,364,328,692
남해군,경상남도,케이지모빌리티,일반승용,토레스 EVX 20인치,354,318,672
남해군,경상남도,테슬라코리아,일반승용,(단종)Model 3 RWD(2024),183,166,349
남해군,경상남도,테슬라코리아,일반승용,Model 3 Long Range,202,182,384
남해군,경상남도,테슬라코리아,일반승용,(단종)Model Y RWD,201,152,353
남해군,경상남도,테슬라코리아,일반승용,(단종)Model Y Long Range,184,166,350
남해군,경상남도,테슬라코리아,일반승용,(단종)Model Y Performance,191,172,363
남해군,경상남도,테슬라코리아,일반승용,Model 3 Performance,187,168,355
남해군,경상남도,테슬라코리아,일반승용,(단종)Model Y Long Range 19인치,202,182,384
남해군,경상남도,테슬라코리아,일반승용,Model 3 RWD,186,168,354
남해군,경상남도,테슬라코리아,일반승용,New Model Y Long Range,207,186,393
남해군,경상남도,테슬라코리아,일반승용,New Model Y RWD,188,170,358
남해군,경상남도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 40 e-tron,201,118,319
남해군,경상남도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 Sportback 40 e-tron,202,120,322
남해군,경상남도,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 2024 ID.4 Pro,422,380,802
남해군,경상남도,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 ID.5 Pro,215,194,409
남해군,경상남도,폭스바겐그룹코리아,일반승용,폭스바겐 ID.4 Pro,422,380,802
남해군,경상남도,폭스바겐그룹코리아,일반승용,아우디 Q4 Sportback 45 e-tron,201,182,383
남해군,경상남도,폭스바겐그룹코리아,일반승용,아우디 Q4 45 e-tron,201,182,383
남해군,경상남도,폭스바겐그룹코리아,일반승용,아우디 Q6 e-tron performance,220,198,418
남해군,경상남도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Single Motor,181,164,345
남해군,경상남도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Dual Motor,141,205,346
남해군,경상남도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 17인치,500,454,954
남해군,경상남도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 15인치,500,454,954
남해군,경상남도,현대자동차,경·소형,캐스퍼 일렉트릭 기본형 15인치,500,454,954
남해군,경상남도,현대자동차,경·소형,캐스퍼 일렉트릭 크로스 17인치,500,454,954
남해군,경상남도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치,287,258,545
남해군,경상남도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치,261,234,495
남해군,경상남도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치,251,226,477
남해군,경상남도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치,236,212,448
남해군,경상남도,현대자동차,일반승용,Electrified GV70 AWD 20인치,244,220,464
남해군,경상남도,현대자동차,일반승용,Electrified GV70 AWD 19인치,260,234,494
남해군,경상남도,현대자동차,일반승용,아이오닉6 스탠다드 2WD 18인치,635,472,"1,107"
남해군,경상남도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 18인치,686,516,"1,202"
남해군,경상남도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 20인치,680,512,"1,192"
남해군,경상남도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 18인치,686,516,"1,202"
남해군,경상남도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 20인치,647,482,"1,129"
남해군,경상남도,현대자동차,일반승용,코나 일렉트릭 2WD 스탠다드 17인치,573,402,975
남해군,경상남도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치,623,470,"1,093"
남해군,경상남도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),568,422,990
남해군,경상남도,현대자동차,일반승용,아이오닉5 N,232,208,440
남해군,경상남도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,659,518,"1,177"
남해군,경상남도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치,656,516,"1,172"
남해군,경상남도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 20인치,651,512,"1,163"
남해군,경상남도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 20인치,624,486,"1,110"
남해군,경상남도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 19인치,650,510,"1,160"
남해군,경상남도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,633,494,"1,127"
남해군,경상남도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,602,468,"1,070"
남해군,경상남도,현대자동차,일반승용,Electrified G80 AWD 19인치(2025),275,248,523
남해군,경상남도,현대자동차,일반승용,더뉴아이오닉5 2WD 스탠다드 19인치,561,442,"1,003"
남해군,경상남도,현대자동차,일반승용,Electrified GV70 AWD 20인치(2025),250,226,476
남해군,경상남도,현대자동차,일반승용,Electrified GV70 AWD 19인치(2025),266,240,506
남해군,경상남도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),623,470,"1,093"
남해군,경상남도,현대자동차,일반승용,아이오닉9 성능형 AWD,277,250,527
남해군,경상남도,현대자동차,일반승용,아이오닉9 항속형 AWD,276,248,524
남해군,경상남도,현대자동차,일반승용,아이오닉9 항속형 2WD,279,252,531
남해군,경상남도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치(2025),248,224,472
남해군,경상남도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치(2025),266,240,506
남해군,경상남도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치(2025),277,250,527
남해군,경상남도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치(2025),290,260,550
밀양시,경상남도,BMW,일반승용,MINI Cooper SE,303,272,575
밀양시,경상남도,BMW,일반승용,i4 eDrive40,189,170,359
밀양시,경상남도,BMW,일반승용,i4 M50,172,156,328
밀양시,경상남도,BMW,일반승용,iX1 xDrive30,154,140,294
밀양시,경상남도,BMW,일반승용,i4 eDrive40 LCI,187,168,355
밀양시,경상남도,BMW,일반승용,iX2 eDrive20,167,150,317
밀양시,경상남도,BMW,일반승용,MINI Countryman SE ALL4,158,142,300
밀양시,경상남도,BMW,일반승용,MINI Countryman E,166,150,316
밀양시,경상남도,BMW,일반승용,MINI Aceman SE,306,276,582
밀양시,경상남도,BMW,일반승용,i4 M50 LCI,177,160,337
밀양시,경상남도,BMW,일반승용,MINI JCW Aceman E,151,136,287
밀양시,경상남도,BMW,일반승용,MINI JCW E,147,132,279
밀양시,경상남도,BMW,일반승용,MINI Aceman E,306,276,582
밀양시,경상남도,기아,경·소형,레이 EV 2WD 14인치 4인승 승용,457,414,871
밀양시,경상남도,기아,경·소형,레이 EV 2WD 14인치 2인승 밴,457,414,871
밀양시,경상남도,기아,경·소형,레이 EV 2WD 14인치 1인승 밴,457,414,871
밀양시,경상남도,기아,일반승용,The all-new Kia Niro EV,590,448,"1,038"
밀양시,경상남도,기아,일반승용,EV9 롱레인지 2WD 19인치,275,248,523
밀양시,경상남도,기아,일반승용,EV9 롱레인지 2WD 20인치,273,246,519
밀양시,경상남도,기아,일반승용,EV9 롱레인지 4WD 19인치,259,234,493
밀양시,경상남도,기아,일반승용,EV9 롱레인지 4WD 21인치,265,238,503
밀양시,경상남도,기아,일반승용,EV9 롱레인지 GTL 4WD 21인치,257,232,489
밀양시,경상남도,기아,일반승용,더뉴EV6 롱레인지 4WD 20인치,617,486,"1,103"
밀양시,경상남도,기아,일반승용,더뉴EV6 롱레인지 2WD 20인치,644,512,"1,156"
밀양시,경상남도,기아,일반승용,더뉴EV6 롱레인지 4WD 19인치,646,512,"1,158"
밀양시,경상남도,기아,일반승용,더뉴EV6 롱레인지 2WD 19인치,655,520,"1,175"
밀양시,경상남도,기아,일반승용,EV3 롱레인지 2WD 17인치,565,508,"1,073"
밀양시,경상남도,기아,일반승용,EV3 롱레인지 2WD 19인치,565,508,"1,073"
밀양시,경상남도,기아,일반승용,EV3 스탠다드 2WD,479,430,909
밀양시,경상남도,기아,일반승용,더뉴EV6 GT,232,208,440
밀양시,경상남도,기아,일반승용,더뉴EV6 스탠다드,582,460,"1,042"
밀양시,경상남도,기아,일반승용,EV9 스탠다드,242,218,460
밀양시,경상남도,기아,일반승용,EV4 롱레인지 GTL 2WD 19인치,565,508,"1,073"
밀양시,경상남도,기아,일반승용,EV4 스탠다드 2WD 19인치,491,442,933
밀양시,경상남도,기아,일반승용,EV4 롱레인지 2WD 17인치,565,508,"1,073"
밀양시,경상남도,기아,일반승용,EV4 롱레인지 2WD 19인치,565,508,"1,073"
밀양시,경상남도,기아,일반승용,EV4 스탠다드 2WD 17인치,522,468,990
밀양시,경상남도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),152,138,290
밀양시,경상남도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),152,138,290
밀양시,경상남도,메르세데스벤츠코리아,일반승용,EQA250(Facelift),190,172,362
밀양시,경상남도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(5인승),154,140,294
밀양시,경상남도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(7인승),154,140,294
밀양시,경상남도,볼보자동차코리아,일반승용,볼보 EX30 Single Motor ER,247,222,469
밀양시,경상남도,비와이디코리아,일반승용,BYD ATTO 3,145,130,275
밀양시,경상남도,쎄보모빌리티,초소형,(단종)CEVO-C SE,200,200,400
밀양시,경상남도,케이지모빌리티,일반승용,토레스 EVX 2WD 18인치,373,320,693
밀양시,경상남도,케이지모빌리티,일반승용,토레스 EVX 2WD 20인치,356,304,660
밀양시,경상남도,케이지모빌리티,일반승용,코란도 EV 2WD,340,306,646
밀양시,경상남도,케이지모빌리티,일반승용,토레스 EVX 18인치,364,328,692
밀양시,경상남도,케이지모빌리티,일반승용,토레스 EVX 20인치,354,318,672
밀양시,경상남도,테슬라코리아,일반승용,(단종)Model 3 RWD(2024),183,166,349
밀양시,경상남도,테슬라코리아,일반승용,Model 3 Long Range,202,182,384
밀양시,경상남도,테슬라코리아,일반승용,(단종)Model Y RWD,201,152,353
밀양시,경상남도,테슬라코리아,일반승용,(단종)Model Y Long Range,184,166,350
밀양시,경상남도,테슬라코리아,일반승용,(단종)Model Y Performance,191,172,363
밀양시,경상남도,테슬라코리아,일반승용,Model 3 Performance,187,168,355
밀양시,경상남도,테슬라코리아,일반승용,(단종)Model Y Long Range 19인치,202,182,384
밀양시,경상남도,테슬라코리아,일반승용,Model 3 RWD,186,168,354
밀양시,경상남도,테슬라코리아,일반승용,New Model Y Long Range,207,186,393
밀양시,경상남도,테슬라코리아,일반승용,New Model Y RWD,188,170,358
밀양시,경상남도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 40 e-tron,201,182,383
밀양시,경상남도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 Sportback 40 e-tron,202,182,384
밀양시,경상남도,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 2024 ID.4 Pro,422,380,802
밀양시,경상남도,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 ID.5 Pro,215,194,409
밀양시,경상남도,폭스바겐그룹코리아,일반승용,폭스바겐 ID.4 Pro,422,380,802
밀양시,경상남도,폭스바겐그룹코리아,일반승용,아우디 Q4 Sportback 45 e-tron,201,182,383
밀양시,경상남도,폭스바겐그룹코리아,일반승용,아우디 Q4 45 e-tron,201,182,383
밀양시,경상남도,폭스바겐그룹코리아,일반승용,아우디 Q6 e-tron performance,220,198,418
밀양시,경상남도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Single Motor,181,164,345
밀양시,경상남도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Dual Motor,141,128,269
밀양시,경상남도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 17인치,500,454,954
밀양시,경상남도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 15인치,500,454,954
밀양시,경상남도,현대자동차,경·소형,캐스퍼 일렉트릭 기본형 15인치,500,454,954
밀양시,경상남도,현대자동차,경·소형,캐스퍼 일렉트릭 크로스 17인치,500,454,954
밀양시,경상남도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치,287,258,545
밀양시,경상남도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치,261,234,495
밀양시,경상남도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치,251,226,477
밀양시,경상남도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치,236,212,448
밀양시,경상남도,현대자동차,일반승용,Electrified GV70 AWD 20인치,244,220,464
밀양시,경상남도,현대자동차,일반승용,Electrified GV70 AWD 19인치,260,234,494
밀양시,경상남도,현대자동차,일반승용,아이오닉6 스탠다드 2WD 18인치,635,472,"1,107"
밀양시,경상남도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 18인치,686,516,"1,202"
밀양시,경상남도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 20인치,680,512,"1,192"
밀양시,경상남도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 18인치,686,516,"1,202"
밀양시,경상남도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 20인치,647,482,"1,129"
밀양시,경상남도,현대자동차,일반승용,코나 일렉트릭 2WD 스탠다드 17인치,573,402,975
밀양시,경상남도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치,623,470,"1,093"
밀양시,경상남도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),568,422,990
밀양시,경상남도,현대자동차,일반승용,아이오닉5 N,232,208,440
밀양시,경상남도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,659,518,"1,177"
밀양시,경상남도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치,656,516,"1,172"
밀양시,경상남도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 20인치,651,512,"1,163"
밀양시,경상남도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 20인치,624,486,"1,110"
밀양시,경상남도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 19인치,650,510,"1,160"
밀양시,경상남도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,633,494,"1,127"
밀양시,경상남도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,602,468,"1,070"
밀양시,경상남도,현대자동차,일반승용,Electrified G80 AWD 19인치(2025),275,248,523
밀양시,경상남도,현대자동차,일반승용,더뉴아이오닉5 2WD 스탠다드 19인치,561,442,"1,003"
밀양시,경상남도,현대자동차,일반승용,Electrified GV70 AWD 20인치(2025),250,226,476
밀양시,경상남도,현대자동차,일반승용,Electrified GV70 AWD 19인치(2025),266,240,506
밀양시,경상남도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),623,470,"1,093"
밀양시,경상남도,현대자동차,일반승용,아이오닉9 성능형 AWD,277,250,527
밀양시,경상남도,현대자동차,일반승용,아이오닉9 항속형 AWD,276,248,524
밀양시,경상남도,현대자동차,일반승용,아이오닉9 항속형 2WD,279,252,531
밀양시,경상남도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치(2025),248,224,472
밀양시,경상남도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치(2025),266,240,506
밀양시,경상남도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치(2025),277,250,527
밀양시,경상남도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치(2025),290,260,550
사천시,경상남도,BMW,일반승용,i4 eDrive40,189,170,359
사천시,경상남도,BMW,일반승용,i4 M50,172,156,328
사천시,경상남도,BMW,일반승용,iX1 xDrive30,154,140,294
사천시,경상남도,BMW,일반승용,i4 eDrive40 LCI,187,168,355
사천시,경상남도,BMW,일반승용,iX2 eDrive20,167,150,317
사천시,경상남도,BMW,일반승용,MINI Countryman SE ALL4,158,142,300
사천시,경상남도,BMW,일반승용,MINI Countryman E,166,150,316
사천시,경상남도,BMW,일반승용,MINI Aceman SE,306,276,582
사천시,경상남도,BMW,일반승용,i4 M50 LCI,177,160,337
사천시,경상남도,기아,경·소형,레이 EV 2WD 14인치 4인승 승용,457,414,871
사천시,경상남도,기아,경·소형,레이 EV 2WD 14인치 2인승 밴,457,414,871
사천시,경상남도,기아,경·소형,레이 EV 2WD 14인치 1인승 밴,457,414,871
사천시,경상남도,기아,일반승용,The all-new Kia Niro EV,590,448,"1,038"
사천시,경상남도,기아,일반승용,EV9 롱레인지 2WD 19인치,275,248,523
사천시,경상남도,기아,일반승용,EV9 롱레인지 2WD 20인치,273,246,519
사천시,경상남도,기아,일반승용,EV9 롱레인지 4WD 19인치,259,234,493
사천시,경상남도,기아,일반승용,EV9 롱레인지 4WD 21인치,265,238,503
사천시,경상남도,기아,일반승용,EV9 롱레인지 GTL 4WD 21인치,257,232,489
사천시,경상남도,기아,일반승용,더뉴EV6 롱레인지 4WD 20인치,617,486,"1,103"
사천시,경상남도,기아,일반승용,더뉴EV6 롱레인지 2WD 20인치,644,512,"1,156"
사천시,경상남도,기아,일반승용,더뉴EV6 롱레인지 4WD 19인치,646,512,"1,158"
사천시,경상남도,기아,일반승용,더뉴EV6 롱레인지 2WD 19인치,655,520,"1,175"
사천시,경상남도,기아,일반승용,EV3 롱레인지 2WD 17인치,565,508,"1,073"
사천시,경상남도,기아,일반승용,EV3 롱레인지 2WD 19인치,565,508,"1,073"
사천시,경상남도,기아,일반승용,EV3 스탠다드 2WD,479,430,909
사천시,경상남도,기아,일반승용,더뉴EV6 GT,232,208,440
사천시,경상남도,기아,일반승용,더뉴EV6 스탠다드,582,460,"1,042"
사천시,경상남도,기아,일반승용,EV9 스탠다드,242,218,460
사천시,경상남도,기아,일반승용,EV4 롱레인지 GTL 2WD 19인치,565,508,"1,073"
사천시,경상남도,기아,일반승용,EV4 스탠다드 2WD 19인치,491,442,933
사천시,경상남도,기아,일반승용,EV4 롱레인지 2WD 17인치,565,508,"1,073"
사천시,경상남도,기아,일반승용,EV4 롱레인지 2WD 19인치,565,508,"1,073"
사천시,경상남도,기아,일반승용,EV4 스탠다드 2WD 17인치,522,468,990
사천시,경상남도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),152,138,290
사천시,경상남도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),152,138,290
사천시,경상남도,메르세데스벤츠코리아,일반승용,EQA250(Facelift),190,172,362
사천시,경상남도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(5인승),154,140,294
사천시,경상남도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(7인승),154,140,294
사천시,경상남도,볼보자동차코리아,일반승용,볼보 EX30 Single Motor ER,247,222,469
사천시,경상남도,비와이디코리아,일반승용,BYD ATTO 3,145,130,275
사천시,경상남도,쎄보모빌리티,초소형,(단종)CEVO-C SE,200,200,400
사천시,경상남도,케이지모빌리티,일반승용,토레스 EVX 2WD 18인치,373,320,693
사천시,경상남도,케이지모빌리티,일반승용,토레스 EVX 2WD 20인치,356,304,660
사천시,경상남도,케이지모빌리티,일반승용,코란도 EV 2WD,340,306,646
사천시,경상남도,케이지모빌리티,일반승용,토레스 EVX 18인치,364,328,692
사천시,경상남도,케이지모빌리티,일반승용,토레스 EVX 20인치,354,318,672
사천시,경상남도,테슬라코리아,일반승용,(단종)Model 3 RWD(2024),183,166,349
사천시,경상남도,테슬라코리아,일반승용,Model 3 Long Range,202,182,384
사천시,경상남도,테슬라코리아,일반승용,(단종)Model Y RWD,201,152,353
사천시,경상남도,테슬라코리아,일반승용,(단종)Model Y Long Range,184,166,350
사천시,경상남도,테슬라코리아,일반승용,(단종)Model Y Performance,191,171,362
사천시,경상남도,테슬라코리아,일반승용,Model 3 Performance,187,168,355
사천시,경상남도,테슬라코리아,일반승용,(단종)Model Y Long Range 19인치,202,182,384
사천시,경상남도,테슬라코리아,일반승용,Model 3 RWD,186,168,354
사천시,경상남도,테슬라코리아,일반승용,New Model Y Long Range,207,186,393
사천시,경상남도,테슬라코리아,일반승용,New Model Y RWD,188,170,358
사천시,경상남도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 40 e-tron,201,182,383
