데이터연도,지역,광역시도,제조사,차종,모델명,국비보조금(만원),지방비보조금(만원),총보조금(만원),수집일시
2025,울산광역시,광역시,폭스바겐그룹코리아,일반승용,폭스바겐 ID.4 Pro,422,211,633,2025-07-13 20:18:16
2025,울산광역시,광역시,폭스바겐그룹코리아,일반승용,아우디 Q4 Sportback 45 e-tron,201,100,301,2025-07-13 20:18:16
2025,울산광역시,광역시,폭스바겐그룹코리아,일반승용,아우디 Q4 45 e-tron,201,100,301,2025-07-13 20:18:16
2025,울산광역시,광역시,폭스바겐그룹코리아,일반승용,아우디 Q6 e-tron performance,220,110,330,2025-07-13 20:18:16
2025,울산광역시,광역시,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Single Motor,181,90,271,2025-07-13 20:18:16
2025,울산광역시,광역시,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Dual Motor,141,70,211,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 17인치,500,250,750,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 15인치,500,250,750,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,경·소형,캐스퍼 일렉트릭 기본형 15인치,500,250,750,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,경·소형,캐스퍼 일렉트릭 크로스 17인치,500,250,750,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,GV60 스탠다드 2WD 19인치,287,143,430,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,GV60 스탠다드 AWD 19인치,261,130,391,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,GV60 스탠다드 AWD 20인치,251,125,376,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치,236,118,354,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,Electrified GV70 AWD 20인치,244,122,366,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,Electrified GV70 AWD 19인치,260,130,390,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,아이오닉6 스탠다드 2WD 18인치,635,263,898,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,아이오닉6 롱레인지 2WD 18인치,686,287,973,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,아이오닉6 롱레인지 2WD 20인치,680,284,964,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,아이오닉6 롱레인지 AWD 18인치,686,287,973,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,아이오닉6 롱레인지 AWD 20인치,647,268,915,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,코나 일렉트릭 2WD 스탠다드 17인치,573,223,796,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치,623,262,885,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),568,234,802,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,아이오닉5 N,232,116,348,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,659,288,947,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치,656,287,943,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 20인치,651,284,935,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 20인치,624,271,895,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 19인치,650,284,934,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,633,275,908,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,602,260,862,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,Electrified G80 AWD 19인치(2025),275,137,412,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,더뉴아이오닉5 2WD 스탠다드 19인치,561,246,807,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,Electrified GV70 AWD 20인치(2025),250,125,375,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,Electrified GV70 AWD 19인치(2025),266,133,399,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),623,262,885,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,아이오닉9 성능형 AWD,277,138,415,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,아이오닉9 항속형 AWD,276,138,414,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,아이오닉9 항속형 2WD,279,139,418,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치(2025),248,124,372,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,GV60 스탠다드 AWD 20인치(2025),266,133,399,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,GV60 스탠다드 AWD 19인치(2025),277,138,415,2025-07-13 20:18:16
2025,울산광역시,광역시,현대자동차,일반승용,GV60 스탠다드 2WD 19인치(2025),290,145,435,2025-07-13 20:18:16
2025,인천광역시,광역시,BMW,일반승용,MINI Cooper SE,303,120,423,2025-07-13 20:18:16
2025,인천광역시,광역시,BMW,일반승용,i4 eDrive40,189,74,263,2025-07-13 20:18:16
2025,인천광역시,광역시,BMW,일반승용,i4 M50,172,68,240,2025-07-13 20:18:16
2025,인천광역시,광역시,BMW,일반승용,iX1 xDrive30,154,61,215,2025-07-13 20:18:16
2025,인천광역시,광역시,BMW,일반승용,i4 eDrive40 LCI,187,74,261,2025-07-13 20:18:16
2025,인천광역시,광역시,BMW,일반승용,iX2 eDrive20,167,66,233,2025-07-13 20:18:16
2025,인천광역시,광역시,BMW,일반승용,MINI Countryman SE ALL4,158,62,220,2025-07-13 20:18:16
2025,인천광역시,광역시,BMW,일반승용,MINI Countryman E,166,65,231,2025-07-13 20:18:16
2025,인천광역시,광역시,BMW,일반승용,MINI Aceman SE,306,121,427,2025-07-13 20:18:16
2025,인천광역시,광역시,BMW,일반승용,i4 M50 LCI,177,70,247,2025-07-13 20:18:16
2025,인천광역시,광역시,BMW,일반승용,MINI JCW Aceman E,151,59,210,2025-07-13 20:18:16
2025,인천광역시,광역시,BMW,일반승용,MINI JCW E,147,58,205,2025-07-13 20:18:16
2025,인천광역시,광역시,BMW,일반승용,MINI Aceman E,306,121,427,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,경·소형,레이 EV 2WD 14인치 4인승 승용,457,181,638,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,경·소형,레이 EV 2WD 14인치 2인승 밴,457,181,638,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,경·소형,레이 EV 2WD 14인치 1인승 밴,457,181,638,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,The all-new Kia Niro EV,590,197,787,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,EV9 롱레인지 2WD 19인치,275,109,384,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,EV9 롱레인지 2WD 20인치,273,108,381,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,EV9 롱레인지 4WD 19인치,259,102,361,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,EV9 롱레인지 4WD 21인치,265,105,370,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,EV9 롱레인지 GTL 4WD 21인치,257,101,358,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,더뉴EV6 롱레인지 4WD 20인치,617,214,831,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,더뉴EV6 롱레인지 2WD 20인치,644,225,869,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,더뉴EV6 롱레인지 4WD 19인치,646,226,872,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,더뉴EV6 롱레인지 2WD 19인치,655,230,885,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,EV3 롱레인지 2WD 17인치,565,224,789,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,EV3 롱레인지 2WD 19인치,565,224,789,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,EV3 스탠다드 2WD,479,189,668,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,더뉴EV6 GT,232,92,324,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,더뉴EV6 스탠다드,582,202,784,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,EV9 스탠다드,242,95,337,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,EV4 롱레인지 GTL 2WD 19인치,565,224,789,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,EV4 스탠다드 2WD 19인치,491,194,685,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,EV4 롱레인지 2WD 17인치,565,224,789,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,EV4 롱레인지 2WD 19인치,565,224,789,2025-07-13 20:18:16
2025,인천광역시,광역시,기아,일반승용,EV4 스탠다드 2WD 17인치,522,207,729,2025-07-13 20:18:16
2025,인천광역시,광역시,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),152,60,212,2025-07-13 20:18:16
2025,인천광역시,광역시,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),152,60,212,2025-07-13 20:18:16
2025,인천광역시,광역시,메르세데스벤츠코리아,일반승용,EQA250(Facelift),190,75,265,2025-07-13 20:18:16
2025,인천광역시,광역시,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(5인승),154,61,215,2025-07-13 20:18:16
2025,인천광역시,광역시,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(7인승),154,61,215,2025-07-13 20:18:16
2025,인천광역시,광역시,볼보자동차코리아,일반승용,볼보 EX30 Single Motor ER,247,97,344,2025-07-13 20:18:16
2025,인천광역시,광역시,비와이디코리아,일반승용,BYD ATTO 3,145,57,202,2025-07-13 20:18:16
2025,인천광역시,광역시,쎄보모빌리티,초소형,(단종)CEVO-C SE,200,80,280,2025-07-13 20:18:16
2025,인천광역시,광역시,케이지모빌리티,일반승용,토레스 EVX 2WD 18인치,373,141,514,2025-07-13 20:18:16
2025,인천광역시,광역시,케이지모빌리티,일반승용,토레스 EVX 2WD 20인치,356,134,490,2025-07-13 20:18:16
2025,인천광역시,광역시,케이지모빌리티,일반승용,코란도 EV 2WD,340,134,474,2025-07-13 20:18:16
2025,인천광역시,광역시,케이지모빌리티,일반승용,토레스 EVX 18인치,364,144,508,2025-07-13 20:18:16
2025,인천광역시,광역시,케이지모빌리티,일반승용,토레스 EVX 20인치,354,140,494,2025-07-13 20:18:16
2025,인천광역시,광역시,테슬라코리아,일반승용,(단종)Model 3 RWD(2024),183,72,255,2025-07-13 20:18:16
2025,인천광역시,광역시,테슬라코리아,일반승용,Model 3 Long Range,202,80,282,2025-07-13 20:18:16
2025,인천광역시,광역시,테슬라코리아,일반승용,(단종)Model Y RWD,201,67,268,2025-07-13 20:18:16
2025,인천광역시,광역시,테슬라코리아,일반승용,(단종)Model Y Long Range,184,72,256,2025-07-13 20:18:16
2025,인천광역시,광역시,테슬라코리아,일반승용,(단종)Model Y Performance,191,75,266,2025-07-13 20:18:16
2025,인천광역시,광역시,테슬라코리아,일반승용,Model 3 Performance,187,74,261,2025-07-13 20:18:16
2025,인천광역시,광역시,테슬라코리아,일반승용,(단종)Model Y Long Range 19인치,202,80,282,2025-07-13 20:18:16
2025,인천광역시,광역시,테슬라코리아,일반승용,Model 3 RWD,186,73,259,2025-07-13 20:18:16
2025,인천광역시,광역시,테슬라코리아,일반승용,New Model Y Long Range,207,82,289,2025-07-13 20:18:16
2025,인천광역시,광역시,테슬라코리아,일반승용,New Model Y RWD,188,74,262,2025-07-13 20:18:16
2025,인천광역시,광역시,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 40 e-tron,201,79,280,2025-07-13 20:18:16
2025,인천광역시,광역시,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 Sportback 40 e-tron,202,80,282,2025-07-13 20:18:16
2025,인천광역시,광역시,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 2024 ID.4 Pro,422,167,589,2025-07-13 20:18:16
2025,인천광역시,광역시,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 ID.5 Pro,215,85,300,2025-07-13 20:18:16
2025,인천광역시,광역시,폭스바겐그룹코리아,일반승용,폭스바겐 ID.4 Pro,422,167,589,2025-07-13 20:18:16
2025,인천광역시,광역시,폭스바겐그룹코리아,일반승용,아우디 Q4 Sportback 45 e-tron,201,79,280,2025-07-13 20:18:16
2025,인천광역시,광역시,폭스바겐그룹코리아,일반승용,아우디 Q4 45 e-tron,201,79,280,2025-07-13 20:18:16
2025,인천광역시,광역시,폭스바겐그룹코리아,일반승용,아우디 Q6 e-tron performance,220,87,307,2025-07-13 20:18:16
2025,인천광역시,광역시,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Single Motor,181,71,252,2025-07-13 20:18:16
2025,인천광역시,광역시,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Dual Motor,141,55,196,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 17인치,500,198,698,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 15인치,500,198,698,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,경·소형,캐스퍼 일렉트릭 기본형 15인치,500,198,698,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,경·소형,캐스퍼 일렉트릭 크로스 17인치,500,198,698,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,GV60 스탠다드 2WD 19인치,287,113,400,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,GV60 스탠다드 AWD 19인치,261,103,364,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,GV60 스탠다드 AWD 20인치,251,99,350,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치,236,93,329,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,Electrified GV70 AWD 20인치,244,96,340,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,Electrified GV70 AWD 19인치,260,103,363,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,아이오닉6 스탠다드 2WD 18인치,635,208,843,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,아이오닉6 롱레인지 2WD 18인치,686,228,914,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,아이오닉6 롱레인지 2WD 20인치,680,225,905,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,아이오닉6 롱레인지 AWD 18인치,686,228,914,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,아이오닉6 롱레인지 AWD 20인치,647,212,859,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,코나 일렉트릭 2WD 스탠다드 17인치,573,177,750,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치,623,207,830,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),568,185,753,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,아이오닉5 N,232,92,324,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,659,228,887,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치,656,227,883,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 20인치,651,225,876,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 20인치,624,214,838,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 19인치,650,225,875,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,633,218,851,2025-07-13 20:18:16
2025,인천광역시,광역시,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,602,206,808,2025-07-13 20:18:16
